Time,P11,P22
4,0.07768,0.13024
5,0.05752,0.10104
6,0.04544,0.079
7,0.03716,0.06452
8,0.03244,0.0544
9,0.0294,0.04632
10,0.02724,0.04048
11,0.02596,0.0364
12,0.02472,0.0336
13,0.02384,0.03152
14,0.02316,0.02988
15,0.02268,0.02872
16,0.02236,0.02748
17,0.02212,0.02644
18,0.02164,0.02596
19,0.02144,0.02544
20,0.02104,0.02508
21,0.02056,0.02488
22,0.02036,0.02452
23,0.02008,0.02432
24,0.01976,0.02408
25,0.0194,0.02384
26,0.01888,0.02376
27,0.01852,0.02356
28,0.01832,0.02332
29,0.0182,0.02324
30,0.01804,0.02312
31,0.0176,0.02308
32,0.01728,0.02304
33,0.01696,0.02292
34,0.01664,0.0228
35,0.01636,0.02276
36,0.01616,0.02256
37,0.01588,0.02248
38,0.01572,0.02248
39,0.01544,0.02244
40,0.01528,0.02236
41,0.01484,0.02232
42,0.01464,0.0222
43,0.0144,0.02212
44,0.01416,0.02188
45,0.01396,0.0218
46,0.01384,0.02164
47,0.01364,0.0216
48,0.01324,0.02156
49,0.01312,0.0214
50,0.01304,0.02128
51,0.01284,0.02116
52,0.01272,0.02112
53,0.0126,0.02104
54,0.01232,0.02096
55,0.01224,0.0208
56,0.01216,0.0208
57,0.01184,0.02076
58,0.01172,0.02072
59,0.01164,0.02064
60,0.01144,0.0206
61,0.01132,0.0204
62,0.01128,0.02036
63,0.01116,0.0202
64,0.01104,0.02016
65,0.01076,0.02016
66,0.01056,0.02012
67,0.01028,0.02
68,0.0102,0.01996
69,0.0102,0.01988
70,0.01,0.01988
71,0.0098,0.01976
72,0.00952,0.01964
73,0.00948,0.0196
74,0.00944,0.01948
75,0.0094,0.01936
76,0.00932,0.01924
77,0.00928,0.01904
78,0.00916,0.01896
79,0.00896,0.0188
80,0.00884,0.01876
81,0.00872,0.01856
82,0.00856,0.01848
83,0.0084,0.01836
84,0.00824,0.01824
85,0.00808,0.0182
86,0.008,0.01812
87,0.008,0.01804
88,0.00796,0.01796
89,0.00784,0.01784
90,0.00772,0.0178
91,0.0076,0.0178
92,0.00744,0.01768
93,0.0074,0.0176
94,0.0074,0.01752
95,0.00728,0.01748
96,0.00716,0.0174
97,0.00696,0.01724
98,0.00684,0.01724
99,0.00684,0.01712
100,0.00668,0.017
101,0.00656,0.01692
102,0.00636,0.01684
103,0.00624,0.0168
104,0.00612,0.01672
105,0.006,0.0166
106,0.00596,0.01648
107,0.00588,0.01644
108,0.00576,0.01624
109,0.00572,0.01612
110,0.00564,0.01596
111,0.00544,0.01592
112,0.00536,0.01584
113,0.00532,0.01564
114,0.00532,0.01564
115,0.00512,0.0156
116,0.00508,0.01544
117,0.00504,0.01536
118,0.00504,0.01532
119,0.00488,0.0152
120,0.00484,0.01504
121,0.00476,0.01504
122,0.00468,0.015
123,0.00456,0.01476
124,0.00444,0.01468
125,0.00444,0.01448
126,0.00432,0.01436
127,0.00424,0.01432
128,0.0042,0.01424
129,0.00412,0.01424
130,0.00412,0.01424
131,0.00412,0.0142
132,0.00404,0.01412
133,0.00396,0.01412
134,0.00396,0.01404
135,0.00396,0.014
136,0.00396,0.01392
137,0.00396,0.01392
138,0.00392,0.01388
139,0.00388,0.0138
140,0.00384,0.01376
141,0.00376,0.01376
142,0.00364,0.01372
143,0.00364,0.01368
144,0.00356,0.01352
145,0.00356,0.01348
146,0.00352,0.01344
147,0.00352,0.0134
148,0.00348,0.0134
149,0.00348,0.0134
150,0.0034,0.0134
151,0.00336,0.01332
152,0.00328,0.01332
153,0.0032,0.01332
154,0.0032,0.01324
155,0.00316,0.01316
156,0.00316,0.01312
157,0.00312,0.01304
158,0.003,0.013
159,0.00296,0.013
160,0.00296,0.01288
161,0.00296,0.01276
162,0.00288,0.01268
163,0.00288,0.01256
164,0.00288,0.01248
165,0.00288,0.0124
166,0.00284,0.01236
167,0.00284,0.01228
168,0.00284,0.01224
169,0.00284,0.0122
170,0.00272,0.0122
171,0.00268,0.01208
172,0.00268,0.01204
173,0.00264,0.012
174,0.0026,0.01188
175,0.0026,0.0118
176,0.0026,0.01168
177,0.0026,0.01156
178,0.00256,0.01144
179,0.00252,0.0114
180,0.00248,0.0114
181,0.00248,0.0114
182,0.00248,0.01136
183,0.00244,0.01128
184,0.0024,0.0112
185,0.0024,0.01112
186,0.0024,0.01104
187,0.0024,0.011
188,0.0024,0.01096
189,0.0024,0.01092
190,0.00236,0.01084
191,0.00232,0.0108
192,0.00232,0.01076
193,0.00228,0.01076
194,0.00228,0.01072
195,0.00224,0.01064
196,0.00224,0.01056
197,0.0022,0.01052
198,0.0022,0.01048
199,0.0022,0.01048
200,0.0022,0.0104
201,0.00216,0.0104
202,0.00216,0.01036
203,0.00216,0.01036
204,0.00216,0.0102
205,0.00212,0.0102
206,0.00212,0.01012
207,0.00212,0.01
208,0.00208,0.01
209,0.00204,0.00992
210,0.00196,0.00992
211,0.00196,0.00984
212,0.00196,0.0098
213,0.00192,0.0098
214,0.00192,0.00976
215,0.00188,0.00968
216,0.00188,0.00968
217,0.0018,0.00968
218,0.0018,0.00956
219,0.0018,0.00948
220,0.00176,0.0094
221,0.00176,0.00932
222,0.00176,0.00932
223,0.00176,0.00932
224,0.00172,0.00932
225,0.00172,0.00928
226,0.00168,0.00928
227,0.00164,0.00928
228,0.0016,0.00924
229,0.0016,0.0092
230,0.0016,0.00916
231,0.00156,0.00916
232,0.00156,0.00912
233,0.00152,0.00912
234,0.00148,0.00912
235,0.00144,0.00904
236,0.0014,0.00904
237,0.00136,0.00896
238,0.00136,0.00892
239,0.00136,0.00888
240,0.00124,0.00884
241,0.00124,0.00884
242,0.00124,0.0088
243,0.00124,0.0088
244,0.00116,0.00876
245,0.00116,0.00872
246,0.00116,0.00864
247,0.00108,0.00852
248,0.00104,0.00848
249,0.001,0.00848
250,0.001,0.0084
251,0.001,0.0082
252,0.001,0.0082
253,0.001,0.00812
254,0.001,0.00804
255,0.001,0.008
256,0.001,0.008
257,0.001,0.008
258,0.001,0.00792
259,0.001,0.00788
260,0.00096,0.00788
261,0.00096,0.0078
262,0.00096,0.0078
263,0.00096,0.00776
264,0.00096,0.00772
265,0.00088,0.00768
266,0.00084,0.00768
267,0.0008,0.00764
268,0.0008,0.00764
269,0.0008,0.0076
270,0.00076,0.00756
271,0.00076,0.00752
272,0.00076,0.00748
273,0.00076,0.00744
274,0.00072,0.0074
275,0.00072,0.00732
276,0.00072,0.00732
277,0.00072,0.00712
278,0.00072,0.00712
279,0.00072,0.00712
280,0.00072,0.00712
281,0.00072,0.00704
282,0.00072,0.00696
283,0.00072,0.00696
284,0.00072,0.00688
285,0.00072,0.00688
286,0.00072,0.00684
287,0.00072,0.00684
288,0.00072,0.00672
289,0.00072,0.00672
290,0.00064,0.00672
291,0.00064,0.00668
292,0.00064,0.00668
293,0.00064,0.00668
294,0.00064,0.00668
295,0.00064,0.0066
296,0.00064,0.00656
297,0.00064,0.00656
298,0.00064,0.00652
299,0.00064,0.00648
300,0.00064,0.00648
301,0.00064,0.00644
302,0.00064,0.0064
303,0.00064,0.0064
304,0.00064,0.00628
305,0.00064,0.00624
306,0.00064,0.0062
307,0.00064,0.0062
308,0.00064,0.0062
309,0.0006,0.0062
310,0.0006,0.0062
311,0.0006,0.0062
312,0.0006,0.0062
313,0.0006,0.00616
314,0.0006,0.00616
315,0.0006,0.00604
316,0.0006,0.00604
317,0.00056,0.006
318,0.00056,0.00596
319,0.00056,0.00596
320,0.00056,0.00596
321,0.00056,0.00596
322,0.00056,0.00592
323,0.00056,0.00592
324,0.00056,0.00588
325,0.00056,0.00584
326,0.00056,0.00584
327,0.00056,0.00584
328,0.00056,0.0058
329,0.00056,0.0058
330,0.00056,0.0058
331,0.00056,0.00576
332,0.00052,0.00572
333,0.00052,0.00572
334,0.00052,0.00572
335,0.00052,0.00572
336,0.00052,0.00572
337,0.00052,0.00568
338,0.00052,0.00568
339,0.00052,0.00568
340,0.00052,0.00564
341,0.00052,0.00564
342,0.00052,0.00564
343,0.00052,0.00564
344,0.00052,0.0056
345,0.00052,0.00556
346,0.00052,0.00552
347,0.00048,0.00548
348,0.00048,0.00548
349,0.00048,0.0054
350,0.00048,0.0054
351,0.00048,0.00536
352,0.00048,0.00532
353,0.00048,0.00528
354,0.00048,0.00528
355,0.00048,0.00528
356,0.00048,0.00528
357,0.00048,0.00528
358,0.00048,0.00528
359,0.00048,0.00524
360,0.00044,0.00524
361,0.0004,0.00524
362,0.0004,0.0052
363,0.0004,0.0052
364,0.0004,0.0052
365,0.0004,0.0052
366,0.0004,0.00516
367,0.00036,0.00516
368,0.00036,0.00516
369,0.00036,0.00516
370,0.00036,0.00512
371,0.00036,0.00512
372,0.00036,0.00512
373,0.00036,0.00508
374,0.00036,0.00504
375,0.00036,0.00504
376,0.00036,0.00504
377,0.00032,0.00504
378,0.00032,0.00504
379,0.00032,0.005
380,0.00032,0.005
381,0.00032,0.00492
382,0.00032,0.00492
383,0.00032,0.00492
384,0.00032,0.00492
385,0.00032,0.00488
386,0.00032,0.00488
387,0.00032,0.00488
388,0.00032,0.00488
389,0.00032,0.00488
390,0.00032,0.0048
391,0.00032,0.00476
392,0.00032,0.00472
393,0.00032,0.00468
394,0.00032,0.00468
395,0.00032,0.00468
396,0.00032,0.00464
397,3.20E-04,0.00464
398,3.20E-04,0.00456
399,3.20E-04,0.00456
400,3.20E-04,0.00456
401,3.20E-04,0.00456
402,3.20E-04,0.00452
403,3.20E-04,0.00452
404,2.80E-04,0.00452
405,2.80E-04,0.00448
406,2.80E-04,0.00448
407,2.80E-04,0.00448
408,2.80E-04,0.00448
409,2.80E-04,0.00448
410,2.80E-04,0.00448
411,2.80E-04,0.00444
412,2.80E-04,0.00444
413,2.80E-04,0.00444
414,2.80E-04,0.00444
415,2.80E-04,0.00444
416,2.40E-04,0.00444
417,2.40E-04,0.0044
418,2.40E-04,0.00436
419,2.40E-04,0.00436
420,2.40E-04,0.00432
421,2.00E-04,0.00428
422,2.00E-04,0.00424
423,2.00E-04,0.0042
424,2.00E-04,0.0042
425,2.00E-04,0.00416
426,2.00E-04,0.00416
427,1.60E-04,0.00416
428,1.20E-04,0.00412
429,1.20E-04,0.00412
430,1.20E-04,0.00412
431,1.20E-04,0.00408
432,1.20E-04,0.00408
433,1.20E-04,0.00408
434,1.20E-04,0.00408
435,1.20E-04,0.00408
436,1.20E-04,0.00408
437,1.20E-04,0.00404
438,1.20E-04,0.00396
439,1.20E-04,0.00388
440,1.20E-04,0.00388
441,1.20E-04,0.00388
442,1.20E-04,0.00384
443,1.20E-04,0.0038
444,1.20E-04,0.0038
445,1.20E-04,0.0038
446,1.20E-04,0.00376
447,1.20E-04,0.00372
448,1.20E-04,0.00372
449,1.20E-04,0.00372
450,1.20E-04,0.00368
451,1.20E-04,0.00368
452,8.00E-05,0.00368
453,8.00E-05,0.00364
454,8.00E-05,0.0036
455,8.00E-05,0.0036
456,8.00E-05,0.00348
457,8.00E-05,0.00348
458,8.00E-05,0.00344
459,8.00E-05,0.00344
460,8.00E-05,0.0034
461,8.00E-05,0.0034
462,8.00E-05,0.00332
463,8.00E-05,0.00332
464,8.00E-05,0.00328
465,8.00E-05,0.00324
466,8.00E-05,0.00324
467,8.00E-05,0.00324
468,8.00E-05,0.00324
469,8.00E-05,0.0032
470,8.00E-05,0.0032
471,8.00E-05,0.00312
472,8.00E-05,0.00312
473,8.00E-05,0.00312
474,8.00E-05,0.00312
475,8.00E-05,0.00312
476,8.00E-05,0.00312
477,8.00E-05,0.00312
478,8.00E-05,0.00308
479,8.00E-05,0.00304
480,8.00E-05,0.00304
481,8.00E-05,0.003
482,8.00E-05,0.003
483,4.00E-05,0.00296
484,4.00E-05,0.00292
485,4.00E-05,0.00284
486,4.00E-05,0.0028
487,4.00E-05,0.00276
488,4.00E-05,0.00272
489,4.00E-05,0.00272
490,4.00E-05,0.00272
491,4.00E-05,0.00268
492,4.00E-05,0.00264
493,4.00E-05,0.00264
494,4.00E-05,0.0026
495,4.00E-05,0.0026
496,4.00E-05,0.00256
497,4.00E-05,0.00256
498,4.00E-05,0.00256
499,4.00E-05,0.00256
500,4.00E-05,0.00256
501,4.00E-05,0.00252
502,4.00E-05,0.00248
503,4.00E-05,0.00248
504,4.00E-05,0.00248
505,4.00E-05,0.00248
506,4.00E-05,0.00248
507,4.00E-05,0.00248
508,4.00E-05,0.00248
509,4.00E-05,0.00248
510,4.00E-05,0.00248
511,4.00E-05,0.00248
512,4.00E-05,0.00248
513,4.00E-05,0.00248
514,4.00E-05,0.00248
515,4.00E-05,0.00248
516,4.00E-05,0.00248
517,4.00E-05,0.00248
518,4.00E-05,0.00248
519,4.00E-05,0.0024
520,4.00E-05,0.0024
521,4.00E-05,0.00236
522,4.00E-05,0.00236
523,4.00E-05,0.00236
524,4.00E-05,0.00236
525,4.00E-05,0.00232
526,4.00E-05,0.00232
527,4.00E-05,0.00228
528,4.00E-05,0.00228
529,4.00E-05,0.00228
530,4.00E-05,0.00228
531,4.00E-05,0.00224
532,4.00E-05,0.00224
533,4.00E-05,0.00224
534,4.00E-05,0.00224
535,4.00E-05,0.00224
536,4.00E-05,0.00224
537,4.00E-05,0.00224
538,4.00E-05,0.00224
539,4.00E-05,0.00224
540,4.00E-05,0.00224
541,4.00E-05,0.00224
542,4.00E-05,0.00216
543,4.00E-05,0.00216
544,4.00E-05,0.00208
545,4.00E-05,0.00204
546,4.00E-05,0.00204
547,4.00E-05,0.00204
548,4.00E-05,0.00204
549,4.00E-05,0.00204
550,4.00E-05,0.00204
551,4.00E-05,0.002
552,4.00E-05,0.002
553,4.00E-05,0.002
554,4.00E-05,0.002
555,4.00E-05,0.002
556,4.00E-05,0.002
557,4.00E-05,0.002
558,4.00E-05,0.002
559,4.00E-05,0.002
560,4.00E-05,0.00196
561,4.00E-05,0.00196
562,4.00E-05,0.00196
563,4.00E-05,0.00192
564,4.00E-05,0.00192
565,4.00E-05,0.00192
566,4.00E-05,0.00192
567,4.00E-05,0.00192
568,4.00E-05,0.00192
569,4.00E-05,0.00192
570,4.00E-05,0.00192
571,4.00E-05,0.00192
572,4.00E-05,0.00192
573,4.00E-05,0.00192
574,4.00E-05,0.00188
575,4.00E-05,0.00184
576,4.00E-05,0.00184
577,4.00E-05,0.00184
578,4.00E-05,0.00184
579,4.00E-05,0.00184
580,4.00E-05,0.00184
581,4.00E-05,0.0018
582,4.00E-05,0.0018
583,4.00E-05,0.0018
584,4.00E-05,0.0018
585,4.00E-05,0.00172
586,4.00E-05,0.00168
587,4.00E-05,0.00168
588,4.00E-05,0.00168
589,4.00E-05,0.00168
590,4.00E-05,0.00168
591,4.00E-05,0.00168
592,4.00E-05,0.00168
593,4.00E-05,0.00164
594,4.00E-05,0.00164
595,4.00E-05,0.00164
596,4.00E-05,0.00164
597,4.00E-05,0.00164
598,4.00E-05,0.00164
599,4.00E-05,0.00164
600,4.00E-05,0.00164
601,4.00E-05,0.0016
602,4.00E-05,0.0016
603,4.00E-05,0.0016
604,4.00E-05,0.0016
605,4.00E-05,0.0016
606,4.00E-05,0.0016
607,4.00E-05,0.0016
608,4.00E-05,0.0016
609,4.00E-05,0.0016
610,4.00E-05,0.0016
611,4.00E-05,0.0016
612,4.00E-05,0.0016
613,4.00E-05,0.0016
614,4.00E-05,0.0016
615,4.00E-05,0.0016
616,4.00E-05,0.0016
617,4.00E-05,0.0016
618,4.00E-05,0.00156
619,4.00E-05,0.00156
620,4.00E-05,0.00152
621,4.00E-05,0.00152
622,4.00E-05,0.00152
623,4.00E-05,0.00152
624,4.00E-05,0.00148
625,4.00E-05,0.00148
626,4.00E-05,0.00144
627,4.00E-05,0.00144
628,4.00E-05,0.0014
629,4.00E-05,0.0014
630,4.00E-05,0.0014
631,4.00E-05,0.0014
632,4.00E-05,0.0014
633,4.00E-05,0.0014
634,4.00E-05,0.0014
635,4.00E-05,0.0014
636,4.00E-05,0.00136
637,4.00E-05,0.00136
638,4.00E-05,0.00132
639,4.00E-05,0.00132
640,4.00E-05,0.00128
641,4.00E-05,0.00128
642,4.00E-05,0.00128
643,4.00E-05,0.00128
644,4.00E-05,0.00128
645,4.00E-05,0.00128
646,4.00E-05,0.00128
647,4.00E-05,0.00128
648,4.00E-05,0.00128
649,4.00E-05,0.00128
650,4.00E-05,0.00128
651,4.00E-05,0.00128
652,4.00E-05,0.00128
653,4.00E-05,0.00128
654,4.00E-05,0.00128
655,4.00E-05,0.00128
656,4.00E-05,0.00128
657,4.00E-05,0.00128
658,4.00E-05,0.00128
659,4.00E-05,0.00128
660,4.00E-05,0.00128
661,4.00E-05,0.00128
662,4.00E-05,0.00128
663,4.00E-05,0.00128
664,4.00E-05,0.00128
665,4.00E-05,0.00128
666,4.00E-05,0.0012
667,4.00E-05,0.0012
668,4.00E-05,0.00116
669,4.00E-05,0.00112
670,4.00E-05,0.00112
671,4.00E-05,0.00112
672,4.00E-05,0.00112
673,4.00E-05,0.00112
674,4.00E-05,0.00112
675,4.00E-05,0.00112
676,4.00E-05,0.00112
677,4.00E-05,0.00112
678,4.00E-05,0.00112
679,4.00E-05,0.00104
680,4.00E-05,0.00104
681,4.00E-05,0.00104
682,4.00E-05,0.00104
683,4.00E-05,0.00104
684,4.00E-05,0.001
685,4.00E-05,0.001
686,4.00E-05,0.001
687,4.00E-05,0.00096
688,4.00E-05,0.00096
689,4.00E-05,0.00096
690,4.00E-05,0.00096
691,4.00E-05,0.00096
692,4.00E-05,0.00096
693,4.00E-05,0.00096
694,4.00E-05,0.00096
695,4.00E-05,0.00096
696,4.00E-05,0.00096
697,0.00E+00,0.00092
698,0.00E+00,0.00092
699,0.00E+00,0.00092
700,0.00E+00,0.00092
701,0.00E+00,0.00092
702,0.00E+00,0.00088
703,0.00E+00,0.00088
704,0.00E+00,0.00088
705,0.00E+00,0.00088
706,0.00E+00,0.00088
707,0.00E+00,0.00088
708,0.00E+00,0.00084
709,0.00E+00,0.0008
710,0.00E+00,0.0008
711,0.00E+00,0.0008
712,0.00E+00,0.0008
713,0.00E+00,0.0008
714,0.00E+00,0.0008
715,0.00E+00,0.0008
716,0.00E+00,0.0008
717,0.00E+00,0.0008
718,0.00E+00,0.0008
719,0.00E+00,0.0008
720,0.00E+00,0.0008
721,0.00E+00,0.0008
722,0.00E+00,0.0008
723,0.00E+00,0.0008
724,0.00E+00,0.0008
725,0.00E+00,0.0008
726,0.00E+00,0.0008
727,0.00E+00,0.00076
728,0.00E+00,0.00076
729,0.00E+00,0.00076
730,0.00E+00,0.00076
731,0.00E+00,0.00076
732,0.00E+00,0.00076
733,0.00E+00,0.00076
734,0.00E+00,0.00076
735,0.00E+00,0.00072
736,0.00E+00,0.00072
737,0.00E+00,0.00072
738,0.00E+00,0.00068
739,0.00E+00,0.00068
740,0.00E+00,0.00068
741,0.00E+00,0.00068
742,0.00E+00,0.00068
743,0.00E+00,0.00068
744,0.00E+00,0.00068
745,0.00E+00,0.00068
746,0.00E+00,0.00068
747,0.00E+00,0.00064
748,0.00E+00,0.00064
749,0.00E+00,0.00064
750,0.00E+00,0.00064
751,0.00E+00,0.00064
752,0.00E+00,0.00064
753,0.00E+00,0.00064
754,0.00E+00,0.00064
755,0.00E+00,0.00064
756,0.00E+00,0.00064
757,0.00E+00,0.00064
758,0.00E+00,0.0006
759,0.00E+00,0.0006
760,0.00E+00,0.0006
761,0.00E+00,0.0006
762,0.00E+00,0.0006
763,0.00E+00,0.0006
764,0.00E+00,0.0006
765,0.00E+00,0.0006
766,0.00E+00,0.0006
767,0.00E+00,0.0006
768,0.00E+00,0.00056
769,0.00E+00,0.00056
770,0.00E+00,0.00056
771,0.00E+00,0.00056
772,0.00E+00,0.00056
773,0.00E+00,0.00056
774,0.00E+00,0.00056
775,0.00E+00,0.00056
776,0.00E+00,0.00056
777,0.00E+00,0.00056
778,0.00E+00,0.00056
779,0.00E+00,0.00056
780,0.00E+00,0.00056
781,0.00E+00,0.00056
782,0.00E+00,0.00056
783,0.00E+00,0.00056
784,0.00E+00,0.00052
785,0.00E+00,0.00052
786,0.00E+00,0.00052
787,0.00E+00,0.00052
788,0.00E+00,0.00052
789,0.00E+00,0.00052
790,0.00E+00,0.00048
791,0.00E+00,0.00048
792,0.00E+00,0.00048
793,0.00E+00,0.00048
794,0.00E+00,0.00048
795,0.00E+00,0.00048
796,0.00E+00,0.00048
797,0.00E+00,0.00048
798,0.00E+00,0.00048
799,0.00E+00,0.00048
800,0.00E+00,0.00048
801,0.00E+00,0.00048
802,0.00E+00,0.00048
803,0.00E+00,0.00044
804,0.00E+00,0.00044
805,0.00E+00,0.00044
806,0.00E+00,0.00044
807,0.00E+00,0.00044
808,0.00E+00,0.00044
809,0.00E+00,0.00044
810,0.00E+00,0.00044
811,0.00E+00,0.00044
812,0.00E+00,0.00044
813,0.00E+00,0.00044
814,0.00E+00,0.00044
815,0.00E+00,0.0004
816,0.00E+00,0.0004
817,0.00E+00,0.0004
818,0.00E+00,0.0004
819,0,0.0004
820,0,0.0004
821,0,0.0004
822,0,0.0004
823,0,0.00036
824,0.00E+00,0.00036
825,0,0.00036
826,0,0.00036
827,0,0.00036
828,0,0.00036
829,0,0.00036
830,0,0.00032
831,0,0.00032
832,0,0.00028
833,0,0.00028
834,0,0.00028
835,0,0.00028
836,0,0.00028
837,0,0.00028
838,0,0.00028
839,0,0.00028
840,0,0.00028
841,0,0.00028
842,0,0.00028
843,0,0.00028
844,0,0.00028
845,0,0.00028
846,0,0.00024
847,0,0.00024
848,0,0.00024
849,0,0.00024
850,0,0.00024
851,0,0.00024
852,0,0.00024
853,0,0.00024
854,0,0.00024
855,0,0.00024
856,0,0.00024
857,0,0.00024
858,0,0.00024
859,0,0.00024
860,0,0.00024
861,0,0.00024
862,0,0.00024
863,0,0.00024
864,0,0.00024
865,0,0.00024
866,0,0.00024
867,0,0.00024
868,0,0.00024
869,0,0.00024
870,0,0.00024
871,0,0.00024
872,0,0.00024
873,0,0.00024
874,0,0.00024
875,0,0.00024
876,0,2.40E-04
877,0,2.40E-04
878,0,2.40E-04
879,0,2.40E-04
880,0,2.40E-04
881,0,2.40E-04
882,0,2.40E-04
883,0,2.00E-04
884,0,2.00E-04
885,0,2.00E-04
886,0,2.00E-04
887,0,2.00E-04
888,0,1.60E-04
889,0,1.60E-04
890,0,1.60E-04
891,0,1.60E-04
892,0,1.60E-04
893,0,1.60E-04
894,0,1.60E-04
895,0,1.60E-04
896,0,1.60E-04
897,0,1.60E-04
898,0,1.60E-04
899,0,1.60E-04
900,0,1.60E-04
901,0,1.60E-04
902,0,1.60E-04
903,0,1.60E-04
904,0,1.60E-04
905,0,1.60E-04
906,0,1.60E-04
907,0,1.60E-04
908,0,1.60E-04
909,0,1.60E-04
910,0,1.20E-04
911,0,1.20E-04
912,0,1.20E-04
913,0,1.20E-04
914,0,8.00E-05
915,0,8.00E-05
916,0,8.00E-05
917,0,8.00E-05
918,0,4.00E-05
919,0,4.00E-05
920,0,4.00E-05
921,0,0.00E+00
922,0,0.00E+00
923,0,0.00E+00
924,0,0.00E+00
925,0,0.00E+00
926,0,0.00E+00
927,0,0.00E+00
928,0,0.00E+00
929,0,0.00E+00
930,0,0.00E+00
931,0,0.00E+00
932,0,0.00E+00
933,0,0.00E+00
934,0,0.00E+00
935,0,0.00E+00
936,0,0.00E+00
937,0,0.00E+00
938,0,0.00E+00
939,0,0.00E+00
940,0,0.00E+00
941,0,0.00E+00
942,0,0.00E+00
943,0,0.00E+00
944,0,0.00E+00
945,0,0.00E+00
946,0,0.00E+00
947,0,0.00E+00
948,0,0.00E+00
949,0,0.00E+00
950,0,0.00E+00
951,0,0.00E+00
952,0,0.00E+00
953,0,0.00E+00
954,0,0.00E+00
955,0,0.00E+00
956,0,0.00E+00
957,0,0.00E+00
958,0,0.00E+00
959,0,0.00E+00
960,0,0.00E+00
961,0,0.00E+00
962,0,0.00E+00
963,0,0.00E+00
964,0,0.00E+00
965,0,0.00E+00
966,0,0.00E+00
967,0,0.00E+00
968,0,0.00E+00
969,0,0.00E+00
970,0,0.00E+00
971,0,0.00E+00
972,0,0.00E+00
973,0,0.00E+00
974,0,0.00E+00
975,0,0.00E+00
976,0,0.00E+00
977,0,0.00E+00
978,0,0.00E+00
979,0,0.00E+00
980,0,0.00E+00
981,0,0.00E+00
982,0,0.00E+00
983,0,0.00E+00
984,0,0.00E+00
985,0,0.00E+00
986,0,0.00E+00
987,0,0.00E+00
988,0,0.00E+00
989,0,0.00E+00
990,0,0.00E+00
991,0,0.00E+00
992,0,0.00E+00
993,0,0.00E+00
994,0,0.00E+00
995,0,0.00E+00
996,0,0.00E+00
997,0,0
998,0,0
999,0,0
1000,0,0