T1,T2
106.4679445,3.345711841
0,3.011183094
301.4006074,80.63317714
260.4897108,19.84127299
4.301155803,3.570173553
4.895786847,3.129460648
458.2872071,2.522595927
191.9723871,368.6386871
404.4798204,92.72247154
7.065567476,2.506988971
255.0482348,158.8597186
3.992281613,142.8214825
2.552094785,106.7482298
277.3207609,226.7238274
3.405023541,2.965720216
5.240861104,256.0223756
7.995498741,3.190429415
315.8035658,101.9599662
3.682063476,78.87936189
5.505561009,49.13095877
447.6690183,129.5244537
0,23.39196303
396.5154839,3.464676616
234.3626554,166.0619374
230.1155748,57.50927205
187.6088277,3.22536557
310.884229,260.7819169
216.9932029,189.7808141
147.2058679,137.082444
7.189634989,68.37336406
289.2479304,88.79244888
6.177948876,263.1119599
207.4820412,187.7208222
2.885727567,163.7961744
4.843480535,430.9295696
534.1172392,3.130903504
178.040345,2.674209875
171.8880809,2.593826072
3.222671402,3.049382363
235.6153431,3.14489215
385.883977,2.735210268
4.003286259,79.53438466
341.2340174,3.081132625
0,2.128857736
268.7684192,3.311790555
5.765522384,69.64226694
399.0521394,108.0259087
259.7104319,3.033589676
5.607530625,113.4959439
137.8015142,2.357683635
7.785537716,2.806067838
365.1326902,41.51558983
2.870870789,2.386273341
372.6486686,276.9478864
6.291752724,2.446559566
194.8419881,199.4604196
9.376273233,59.15837299
276.7960771,335.8348819
122.1272167,201.6556822
285.1911111,106.9699539
6.724884636,75.5177396
167.159151,172.6902313
5.832243405,3.076527897
2.407401073,63.51720084
268.3190366,47.65467463
340.7843561,147.0069212
371.0356504,24.29277083
7.820121044,2.903640837
101.7581242,45.16292548
2.730777228,2.826655197
6.561800953,3.3373472
5.335095547,260.7936611
313.96256,276.0298566
129.0060182,54.41135839
9.223341248,112.1939395
161.2473839,44.82978638
307.4251085,2.14500896
303.2659454,76.59118072
7.370665327,148.4651867
7.956665299,112.7289796
79.15756885,94.97016625
232.6988739,185.1550147
4.450399832,2.981193539
10.76719611,664.5389563
240.5781291,174.1265723
3.071452507,2.976693467
66.36922025,2.625309919
164.2543292,133.2769929
295.2491053,193.2290851
492.0257111,621.7842076
2.410511146,53.61852846
305.7220949,2.952958836
5.709193759,315.9219318
224.3010174,124.3392743
171.1763507,3.781854955
8.032882604,3.339898373
211.6241845,163.5653115
332.3994164,326.9900473
573.9836938,860.6117327
176.8759349,129.7869487
100.0064415,2.80608948
208.1662186,3.521553326
7.859494409,3.773191443
17.26525072,3.280187831
8.37644581,59.15059834
192.4523549,387.9487906
3.185792597,3.850803118
245.0181084,75.78392068
109.4938766,78.7137325
7.647141717,2.991565627
6.970161613,20.47050897
6.923707158,468.2739531
233.1916225,172.8045073
73.03956175,237.8354729
5.785339515,31.01282219
5.511909235,178.6420377
280.9415321,324.6829124
134.5814132,3.525590091
361.8759041,80.79857605
9.217419779,116.443816
397.1644276,277.0900908
8.370779357,165.6203593
160.4585449,75.2833928
10.81048272,322.7869203
127.868783,161.2872249
4.51917234,2.817397008
191.2404282,136.1964125
344.6343364,90.95704838
3.239925425,92.92793887
5.681768697,2.991844068
271.5366171,73.57183954
342.7709808,106.8864549
133.1590221,84.19345357
205.3754927,67.02022935
461.6407756,3.121655427
3.52060447,44.41535678
143.2339865,2.170299719
200.053335,2.635696405
361.4966473,333.4961307
292.4886642,195.597106
7.261133888,2.261593411
3.015941957,43.46243969
123.661645,111.6712007
3.187003882,3.701370948
2.983440648,35.22572575
433.5153401,3.239175832
8.396742501,3.331526541
408.948504,2.947952403
6.193469447,29.10668982
3.138378529,2.584456129
6.003269708,85.31039169
5.844694736,402.51033
224.2868889,2.711268116
0,99.7701931
264.6163311,3.092038358
5.301852438,472.0412168
3.803315561,39.85737876
3.224757752,102.8096144
203.2482189,2.38476133
112.0299934,213.1047492
490.4836541,79.46301169
8.520442305,207.561994
11.41441998,324.4317376
417.0273152,94.35950596
6.013319268,3.361919379
6.679496921,2.642190388
190.4639153,2.580331267
8.930035548,603.6495921
2.521128086,63.65495184
360.8943633,9.029274271
360.1479537,3.392856477
364.8118508,2.801864405
301.7302906,319.0962646
449.3948498,16.90126526
6.926034443,90.03382147
225.925375,2.728142437
3.202387759,56.38299131
8.796933384,247.6036959
3.303281098,2.634991373
639.256825,3.505648235
2.840448071,2.833168826
3.178210868,58.92139197
575.9566596,3.768096341
3.651332201,3.647978016
84.793759,93.59336425
248.7327592,153.6239325
3.290594643,188.7338838
90.50788635,2.497884023
115.1577847,580.730348
184.0002548,586.1174763
410.4534866,3.151186256
559.869548,3.509484668
2.673258472,3.343391628
166.033496,3.448029375
0,96.29439316
196.0886599,27.53742016
3.1658915,163.3160247
106.5405567,2.95143023
4.189073476,115.6055097
170.423676,2.733015891
27.56486877,62.18920133
160.9646485,2.853658191
5.985074394,224.6635322
159.4316819,3.627375346
5.408271094,138.5896283
315.0370763,173.6743515
2.559346363,155.0334258
4.102537582,3.002775664
6.172421431,26.88944221
212.1222628,93.3249225
636.2227624,74.94672792
5.787529126,20.28313839
470.7875108,376.9480447
433.2162149,91.41131861
512.0574527,3.612672061
238.7550236,61.10243499
4.739027461,0
359.7505353,3.548984373
390.3177099,191.9267989
177.2177997,149.331094
2.753853072,107.8239272
3.304088538,3.012355415
396.4302952,2.453917538
57.47705361,314.3460684
399.3919868,3.182708733
137.2582003,48.16903365
5.447826198,2.75056233
387.9455283,107.2055617
9.779861472,108.6359232
389.1389584,2.807299018
260.9490102,139.6779435
452.2178818,158.5610546
10.9308233,3.213911838
7.127385584,83.74348571
5.245690861,2.683401294
367.9757524,239.9827223
91.51432422,83.43939542
342.0043768,135.1932889
160.4118687,205.0875609
128.3260053,131.1671294
311.1258331,227.1787197
201.0938119,2.92574067
295.2716258,124.8955034
3.642533857,3.760621871
75.93613091,768.3674028
10.31605537,2.949327975
119.3634821,203.4309521
133.0320346,3.153374933
9.464667036,200.1704777
507.6435819,153.4555437
230.0798772,64.17260228
2.540591785,144.9606833
365.8143942,3.659529273
51.6953371,126.1936503
7.702858357,449.6031102
6.104997429,126.5034569
404.5607704,2.759355175
3.50343523,2.940694921
3.195205439,3.204984904
156.1309044,3.070476
208.9034606,3.548092658
7.452260575,59.17162268
131.2728161,139.3626585
247.5430926,71.73553689
10.04892786,3.192623061
212.0913918,138.3601103
3.084141379,87.4163456
443.2516867,123.7050524
7.72841647,3.50162887
183.4715116,187.8397124
470.3297206,3.897875417
46.00580769,3.064364143
264.1526107,2.912453678
0,3.429863997
4.928255206,127.6273058
401.2241151,2.753334752
540.0037469,2.907787209
254.0743005,124.9411525
9.86218396,98.56179466
236.9526101,56.18080878
3.847689276,156.9659769
7.647086151,2.795569046
424.8297251,3.163564867
11.99576179,3.642538277
186.2382857,287.791514
4.144264763,169.062838
6.285889495,214.4887494
2.858084001,3.320503155
3.631067137,211.4130646
139.8632142,76.43585832
3.128834048,679.3255088
126.5096312,22.18908855
3.012628409,229.9240981
5.707057181,83.72700767
3.36785452,117.5090719
462.7629286,2.804280746
8.518236608,3.066638271
352.2872613,3.102115119
6.364290198,3.346695392
4.767064817,180.8139197
3.650807588,2.8067034
10.26682576,86.25784342
372.3992287,3.297194748
5.853620579,3.596788023
493.8574852,2.156002583
267.5867837,13.53212767
5.38634709,0
429.8938264,90.80478062
4.015173447,125.7185627
104.999006,872.2009876
30.08932108,2.802041617
302.5751283,133.2027777
6.997856877,120.3602981
3.095771181,2.278252239
4.66207163,111.0201554
5.264383127,3.237481995
232.3202651,2.974452601
152.9720552,246.5353084
6.461666833,105.5951017
285.6382,75.10204982
84.05422,40.60238628
6.701394921,18.50581445
6.476286913,118.3999841
192.5944024,2.923809558
2.593792,53.29834808
83.50042349,98.85219733
3.95542061,189.6497404
5.582802525,3.628872031
284.1877745,145.4139294
127.9190907,153.1296957
26.54623987,170.3539675
128.4730876,231.8281017
201.5493839,72.8796946
275.7973376,2.827257752
6.618140263,232.5014757
4.982310816,76.37457761
270.1148186,2.777495196
401.4780906,155.3676465
3.37813747,85.30099242
60.29471135,3.042926581
402.2369285,3.352282037
5.30689182,152.4578728
4.085324081,242.6768434
64.58510701,3.326750058
0,2.779677268
299.0179267,247.9930222
9.488039892,3.110952649
5.12536766,193.4680768
131.6941052,251.9609643
241.4164058,242.1384404
3.268733004,495.1193523
5.130513047,2.93936376
177.1344506,2.435736613
331.5125834,101.8041016
3.249458447,41.79525207
2.491661171,115.9535066
12.2601147,169.6576925
214.9235903,0
162.241266,88.46459375
185.174159,136.2068804
45.07302852,2.985033746
5.292244289,73.41025009
269.7967127,3.283415066
84.82137046,2.319402467
231.7130809,3.086033195
414.2414484,3.36466159
386.4142281,2.887288155
5.068237234,192.0863764
82.92233959,3.531853379
415.0759543,636.1143573
342.5790726,2.596938572
434.7683409,26.41561938
205.1341191,108.9402248
124.0148611,113.4844112
3.271642714,66.28826731
333.1239303,89.94477383
229.4945013,100.8454724
270.0400636,83.56780648
127.3275048,77.70076222
212.8401778,0
4.461394268,3.634736872
5.467283608,17.69985828
239.2929123,218.8650103
177.4351837,177.9944706
419.0553015,3.011248644
111.2360233,20.22892769
3.655429223,63.57647382
104.7981037,141.7959968
2.986697175,2.781189936
6.597563787,2.281283015
8.482983402,3.82030183
35.71944418,3.172599848
4.719690085,3.055161535
4.99534073,123.170429
2.839597654,116.3956778
158.0601783,3.450840504
268.4525104,60.80059489
175.4659087,110.0906858
315.5587964,2.812126731
6.335935983,142.3595204
9.841380856,218.8974354
37.99861856,3.359013991
354.1733807,70.73260779
390.3843912,3.160250308
265.7782744,2.837577884
589.890804,143.6891883
61.03956317,234.5429534
8.454623702,76.47311628
253.3322507,136.0643798
131.1163842,120.6717305
376.4103368,117.2185707
4.929791305,211.0195929
7.339609584,120.1688026
7.76094306,2.98671105
245.14751,2.429404408
2.80403522,146.3577189
231.5332766,3.505074999
5.891914915,85.605102
131.9162691,17.02821364
4.42595985,3.336810214
3.507653605,57.02697845
6.2421722,104.9374022
10.88586467,250.3281377
6.355099917,101.2377461
3.060381025,2.486349786
221.5715101,83.11679017
9.037089152,3.277029774
8.540011212,106.2431043
5.141751177,78.74095004
248.4649599,3.046824541
5.220221454,152.3809972
7.117066843,69.11847798
6.67777039,113.7600631
239.4174394,121.8216307
6.402101929,2.682507604
386.6545617,11.18964011
8.982703286,3.458685922
7.666617651,245.5587144
258.8178317,99.44397461
102.95102,3.423536741
4.54168861,185.686511
9.276580488,167.1582993
173.5735506,263.0713218
4.330688787,3.753470776
9.814055817,204.5121656
310.0933815,117.7136741
2.870977048,227.8537296
2.898287509,137.7198237
139.4198734,517.0133728
10.47637888,2.431738614
8.694510075,2.960049845
180.0124994,3.632882456
168.9722057,2.511203401
4.995220474,148.6821994
150.66711,2.618663998
71.29816445,2.898310558
53.70855211,3.134756432
674.0724317,2.098992569
232.7562377,49.55922476
3.333235415,103.9315105
167.9185284,598.7668652
5.415156728,121.0649365
6.76624728,138.0342554
6.108642132,3.504414424
9.773720123,87.6704092
4.523379037,3.094759899
3.527097422,128.7568157
2.832119484,156.7004973
11.69292891,1020.941731
3.049929085,158.6887207
203.9294832,3.365576785
364.8814806,639.3158824
91.57819392,135.586216
2.624151989,3.583263673
2.995385135,104.7272784
3.614332191,18.5167379
7.455875794,0
212.7522907,3.234169336
12.38240265,3.052839963
2.880131834,148.3957048
10.09043463,77.60661984
11.19190116,319.4416316
103.2241395,255.3801144
0,3.127850056
11.27244342,202.4807876
81.82795145,72.72339604
142.2917724,3.501244051
283.373269,94.68987484
220.9349178,2.818432297
7.677335966,96.80556962
8.379622096,2.956502549
569.1959119,42.42077583
226.6285834,79.30416836
285.4242649,2.691460228
76.78467969,70.36438634
105.6707454,78.24424975
6.451516801,28.34858226
205.8665756,3.295689533
9.919553624,185.6877887
52.28760024,2.613261071
96.23165159,378.5427078
0,2.801541066
336.5414797,150.2763116
5.740153831,241.4856715
5.118804494,2.446321444
571.7929091,3.40266745
9.474369878,54.08527473
258.5362011,39.97916246
126.7088988,3.516149446
515.2756367,102.9196284
2.846682515,11.82224184
3.552189068,193.8884798
8.706659025,2.229062499
216.0316169,3.794292206
3.039594103,51.13337573
9.773303343,46.85954454
299.7127749,3.03267684
3.137995571,61.30735592
8.483767735,3.509389977
3.859655712,3.522200516
377.3683088,60.82062972
4.462246257,3.002172619
2.453440458,2.561148161
5.666052314,132.9643519
236.3831443,109.3656138
444.0955012,38.01399439
6.533943568,120.5537324
343.9629199,3.249173514
7.356820244,2.599027158
80.11303442,44.65532026
65.40965192,219.4960462
5.571962498,3.060164547
3.391881024,222.2748713
93.03862937,3.247818331
7.064976785,2.67941591
4.701405757,3.318699247
249.0164546,316.3921815
4.692611722,707.1542064
0,3.747882621
4.41294305,105.7688395
365.1329633,2.934875831
3.598089033,2.757312778
7.652375877,3.297165505
6.187069605,2.704121205
5.957823507,44.14819978
8.248487605,174.3175073
6.13859241,3.303892641
512.0821431,163.0118388
3.123327199,256.5369921
5.49370393,129.8463354
273.4360308,47.19765599
3.708139057,115.2090877
4.827548433,3.148184676
2.361636007,3.038416306
2.712780722,58.67875763
6.46281581,3.123656794
199.917244,153.9828841
4.226096296,191.6093927
324.1573191,303.0013018
6.530307169,2.960105046
9.367687143,3.722207066
3.379917243,3.725083668
331.5569044,2.429723029
2.967008545,45.83622541
2.998715582,84.04358217
192.3473183,3.227475328
8.879379773,164.4370582
7.886041379,195.5393332
136.1155612,178.2162972
2.953169135,2.185337379
4.300760262,121.7341783
20.07018122,231.0055099
7.972222248,96.02026612
238.0643556,2.717404136
281.5932916,133.2980244
359.9260661,2.798589578
2.861402523,209.5018548
177.0174467,2.690683911
3.898319884,2.475612345
8.642375622,138.1819632
169.2548514,60.6506855
3.354923746,58.4229284
491.8168167,3.770487013
231.598957,13.33617024
38.25478512,158.7135117
4.904810968,2.479871607
134.1169046,3.38677885
3.306322433,102.9167464
4.984670876,22.40766343
409.220925,37.75232375
5.991463407,3.111138099
177.9398629,2.830367378
10.59953473,170.0363969
2.786854831,2.674380549
6.391783476,365.7428609
94.73453019,121.1853667
588.3263801,134.0226462
6.932918972,222.1248945
5.040503035,2.567139964
329.5842306,58.39009261
250.2110677,2.504841753
4.875631215,57.71332226
105.9296225,2.874566308
135.3178424,3.21982184
4.805042984,2.53122191
262.5126686,917.8147277
270.5354346,2.704552475
10.34384277,63.88055463
6.520007965,3.29834675
3.643711215,2.90703154
454.7568958,135.8385304
199.6368065,2.836942352
224.1735683,100.8294074
4.843364469,2.808831136
192.6421808,2.320237868
10.36356914,2.470710304
5.19973272,299.9259528
8.632229199,3.517139095
128.7491838,3.127649626
2.776941097,261.7649895
417.5252285,2.464201332
0,116.7255948
356.3100031,2.515924136
197.9197786,3.456191227
227.3970264,3.504530977
3.40782259,165.6983459
3.655625373,117.5796442
49.83235387,60.07964929
190.8348833,84.63259851
8.607234337,47.32828291
2.943984068,2.450830367
7.504471168,244.4697512
196.990505,106.0603923
206.0612842,98.90013886
2.77362063,25.28221665
11.62801772,3.375054213
3.126214489,91.61428461
5.306505221,48.56107131
5.154599695,103.7818051
6.350351273,2.712711678
3.062857419,112.0955254
171.6820307,2.770010805
286.7181178,3.080436316
234.1060207,165.7420709
174.5935962,113.4276605
143.4466603,2.985896516
3.356679062,134.3215119
395.5885306,174.3151928
329.8048899,2.829459135
883.0830473,187.528183
400.5190168,30.94721803
146.4752465,60.74169078
7.825314869,206.2688677
2.592647047,230.8645279
174.2232947,83.22372023
132.767689,75.33314031
9.014483162,87.21657739
2.725084431,107.1763038
265.5985995,3.450458346
285.3518388,164.1106234
8.155739242,2.409094738
478.8851718,132.7081652
329.9004489,142.4863761
324.0798796,124.033749
148.2080029,135.4323695
121.3929676,159.3885352
230.5601947,242.3189184
252.5449174,117.2909522
4.947512994,296.4453001
190.1867754,285.8693281
4.248089384,73.39336895
163.6124382,0
7.257218478,102.215383
201.1832683,3.231232588
421.1060859,158.1642784
13.76026378,518.6504597
5.542096147,34.45509252
290.2208163,124.2685719
261.2661841,3.07149775
3.407600164,2.416367244
282.7021225,89.0239134
2.146762308,148.4480185
4.898154409,3.540260202
5.827554785,369.1466384
334.8603702,216.6756667
163.0342013,276.9199559
2.703291803,160.0819923
64.41118665,3.314172578
3.689832532,71.40444555
333.7927541,2.457821648
3.51416661,62.93733163
382.959176,188.1354194
5.397840057,56.61988457
100.881516,2.943210423
192.3553295,51.41281353
9.946108944,3.490733761
3.851018988,3.299265117
561.4872899,2.705748758
101.1890675,3.141134396
7.056378592,453.8856684
8.204736251,346.9944533
6.62503793,3.003844908
251.0109887,740.1988274
6.827699041,207.165396
2.990927351,127.2407236
2.951749598,2.748557867
196.7784569,25.58126157
3.128636319,154.4551516
3.152381667,209.830112
78.44780897,85.26547313
3.796480902,134.3765331
4.870285062,9.678037289
6.369330433,83.4549931
5.876688162,3.247138275
6.225127926,138.8893469
3.662442097,2.577484235
181.6381539,2.672444074
299.5301085,115.7902438
29.97950868,75.34316483
10.9461332,66.33903403
3.255216327,2.893423937
3.704997526,229.6681608
306.0979888,2.952449153
280.5873034,45.63856034
6.634606892,53.01575616
222.166573,149.885314
6.345860782,3.068557093
282.8488507,219.9557559
7.222878543,216.7286812
9.804313265,2.590573815
7.464192548,3.058667699
6.185009803,93.86788706
475.1560016,2.869484757
3.143509431,507.50933
2.882972252,167.1893182
7.150542733,153.4984297
131.464401,53.20194327
7.079305848,193.2785225
2.787031149,3.398124657
84.09204011,515.7020858
233.8476978,95.76601252
4.08451883,2.884028015
154.1113482,109.4851213
2.827943444,106.7930168
393.0483664,218.5601459
347.6729851,113.0681359
4.143301017,40.60759161
206.8965064,3.607947562
275.0096035,2.692745652
30.97230764,3.053319512
3.382152303,120.7888387
164.3109838,31.72287435
0,32.7907444
3.686770012,2.470903106
6.999893424,2.236877237
4.250033588,122.2762792
4.05331181,2.726687586
270.9923592,2.816583463
202.1783623,3.897891529
9.362187014,2.680800547
209.0630068,3.123024132
9.747711923,73.76928663
4.535403387,0
696.7660741,185.6223319
6.288210484,99.23910746
2.506607828,451.5197518
3.303251222,148.5779341
3.358926683,35.23380368
266.2997931,189.4854608
256.4216532,3.181251101
305.5681772,337.1960115
158.3921284,14.88316788
141.1091243,58.83920994
406.4600694,210.6366959
260.6204427,2.702652613
395.4880653,104.4482824
7.460939159,510.7615776
125.1730874,127.6451954
416.4314352,82.58300243
11.28312618,38.04356995
4.463976527,2.809405292
2.998025005,89.01257113
130.4005882,3.136105696
7.956675446,71.6934211
4.702482861,180.4408468
287.1734118,91.85368383
7.403795088,3.414365895
415.1272006,2.839679848
287.3560585,701.6637433
3.655803614,3.445508036
2.516395873,2.761723469
10.49268084,3.559487385
0,3.920632475
476.1316121,130.6235139
209.2453125,51.76920081
7.504730049,133.5893816
193.324018,2.554423636
192.4985895,127.2876317
4.005075662,141.1039004
0,2.344647458
4.937943998,136.6820269
206.203239,2.964581304
3.389655384,366.1006431
8.342991659,2.431346157
209.3299683,2.993616278
8.963954507,155.7943364
5.263818306,152.4144837
4.881513537,853.588258
252.3959636,177.9385804
324.5606754,100.1105703
122.2934195,3.682394306
248.722446,50.13290321
10.17654407,256.0716945
6.891232525,7.730341876
2.641949498,31.57920647
4.943110635,2.733287963
122.7921217,279.8192631
204.2724426,2.518883427
194.8877148,61.28547857
355.072211,111.3007749
10.92155161,169.9959729
3.515604748,307.0407838
7.535878279,100.9999224
6.862866325,28.31595768
376.2707742,2.885201451
7.43460192,23.93850041
765.0585774,3.141139812
443.7488676,3.256347873
5.093380164,67.37542471
418.8848296,116.4828614
3.978596389,124.7773705
4.214572262,196.5893334
6.177902105,207.4725277
